question,answer
그래도 집 인테리어는 너무 예쁘게 잘됐어. 자기가 온다니까 불안한 마음은 어느 정도 괜찮아졌어. 휴. 그 사람이 물건을 정말 놔두고 가서 찾으러 왔던 거니 믿고 불안한 마음을 떨쳐내 봐야지.,역시 우리 자기는 마음이 강한 사람이야. 나 금방 갈 테니까 조금만 기다리고 있어.
밤새 한숨도 못 잤어. 머리가 지끈거리고 스트레스받아. 또 같은 일이 생길까봐 불안해.,어제도 못 자서 큰일이네. 자동차 때문에 그런 거야?
응. 벌써 두 번째인데 누가 고의로 그러는 것 같아. 나한테 원한이 있는 사람이 일부러 그런 건가 싶고 별생각이 다 들어.,자기가 누구한테 원한 살 만한 행동을 하진 않았잖아. CCTV는 혹시 확인해봤어?
일단 주차장 CCTV는 확인해봤는데 잘 모르겠어. 펑크 때문에 계속 보험사 부르는 것도 스트레스야. 도대체 누가 그러는 거지?,누군가 일부러 그런다고 생각하면 정말 불안하고 스트레스받겠다. 나 같아도 당황스럽고 화날 것 같아. 몇 번이나 같은 일이 반복되는 것도 힘든데 말이야.
회사에도 같은 얘기를 몇 번이나 하니까 눈치 보이더라. 날 이상한 사람으로 볼까 싶기도 하고. 차를 꼭 써야 하는 입장인데 자꾸 이런 일이 생기면 어쩌나 불안해.,그래도 자기 잘못은 아니니까 너무 걱정 마. 평소에도 일을 잘 해왔으니 회사에서도 이상하게 생각하진 않을 거야. 난 자기가 스트레스가 심하다고 하는 게 가장 걱정돼.
정말 내 잘못은 아니겠지? 자기가 그렇게 말해주니 좀 위로가 된다. 난 내가 누구한테 큰 잘못을 했나 계속 곱씹어보느라 힘들었어.,직장 다니는 것만으로도 힘들었을 텐데 이상한 일까지 일어나니 정신적으로 더 지쳤겠다. 내가 본 자기는 누구보다 성실하게 일하고 다른 사람을 배려하는 사람이야. 너무 스트레스받지 말고 오늘은 푹 잤으면 좋겠어.
나도 오늘은 그러면 좋겠다. 더 이상 펑크가 나지 않기를 바라야지. 걱정 없이 푹 자는 게 이렇게 소중할 줄이야.,계속 그런 일이 일어나면 경찰에 신고라도 하자. 자기는 더 이상 신경 쓰지 말고 푹 쉬고 기운 내길 바라.
그렇게 할게. 하소연이라도 하고 나니 기분이 좀 풀린다. 격려해줘서 고마워.,고맙긴. 내가 자기의 불안한 마음을 달래줄 수 있다면 다행이야. 힘들거나 스트레스받으면 또 얘기해줘. 언제든 격려해줄게.
나 최근에 거래처 사람 때문에 불안한 마음에 고민이 있어.,무슨 일이야? 나는 네 여자친구잖아. 고민이 있다면 말해줘.
요즘 회사 일로 거래처 사람과 자주 만나거든. 그런데 그 남자가 다리를 너무 많이 떠는 거 있지. 보는 내가 다 불안하고 초조해질 정도야.,안 그래도 많은 집중이 필요해서 너무 떨릴 텐데 신경이 많이 쓰이겠다. 원래 다리를 떠는 사람이 있으면 그 사람의 다리밖에 안 보이게 되잖아. 듣기만 해도 내가 다 불편하다.
게다가 말하는 도중에 손가락으로 책상을 계속 두드리기도 하더라고. 최대한 신경 쓰지 않으려고 하는데도 잘 안돼. 이러다간 내가 노이로제가 걸릴 것 같아.,서로 일을 위해서 만난 거라면 상대에게 예의를 지켜줘야 할 텐데 말이야. 왜 그렇게 상대를 거스르게 만드는 건지 나도 이해가 안 되네. 불편한 마음을 가지고 일을 해야 해서 너도 정말 답답하고 힘든 마음일 거야.
자기가 생각해도 그렇지? 이번에 거래처와 진행할 일이 엄청 중요한 사업이거든. 회사에 이익을 많이 만들 수 있도록 대화에 집중을 해야 하는데 잘 안돼서 너무 불안해.,서로의 신뢰가 중요한 관계잖아. 거래처 사람에게 말을 꺼내보는 게 어때? 이대로면 네가 집중을 못하고 괴로워질 것 같아.
나도 말하고 싶은데 괜히 말을 꺼냈다가 거래처와 관계가 나빠질까 불안해. 회사의 이익을 끌어내는 것이 목표라 상대에게 안 좋은 인상을 남기면 안 되거든. 정말 난감하고 부담스럽다.,그런 막중한 임무를 맡은 너도 책임감과 부담이 엄청 크겠다. 하지만 그렇게 막중한 업무를 맡을 만큼 네가 신뢰감을 준다는 뜻이잖아. 내 남자친구지만 정말 믿음직스럽고 존경스러워.
그렇게 네가 칭찬해 주니까 자신감이 생기는 기분이네. 이번 업무가 내 실적에 큰 영향을 미칠 예정이라 잘 해내고 싶거든. 그래서 부담감도 더 컸던 것 같아.,평소에 무난한 성격이었던 네가 이렇게 곤란해하는 것을 보니 거래처 사람이 얼마나 불편함을 주는지 알겠어. 하고 싶은 말이 있어도 하지 못하는 답답한 심정이 나한테도 느껴지는 것 같아. 하지만 너는 언제나 맡은 바를 성공적으로 해내왔으니 이번에도 할 수 있을 거야.
이번 일을 잘 끝내서 너에게도 자랑스러운 남자친구가 되고 싶었거든. 많이 부담스러웠는데 너의 응원이 나에게 많은 용기를 주네. 왠지 잘 해낼 수 있을 것 같은 기분이 들어.,분명 이번 일도 성공적일 거야. 부담감을 내려놓고 진솔하게 대화를 한다면 상대도 너의 마음을 알아줄 거라고 믿어. 분명 네가 만족할 만큼의 능력을 낼 수 있을 테니 너 자신을 믿어봐.
"자기야, 나 고민이 있어. 불안한 마음도 들고.",뭔데? 자기가 이런 얘기 잘 안 하는데 사소한 고민은 아니야? 무슨 일인데?
"한국사 시험을 보고 싶은데, 주변에 들어보니까 그거 보면 성적에 가산점을 준다는 얘기가 있어서. 그런데 조금 불안해.","아, 요즘 많이 보더라. 굳이 취업이 아니라도 한국사 공부하는 것도 도움이 된다면서. 그런데 어떤 이유로 불안한 거야?"
요즘 시험이 처음보다 어려워졌대. 게다가 요즘은 응시자도 많아서 힘들다고 하던데 걱정되고 불안하다.,시험이 어렵다는 이야기를 들으면 준비하기도 전부터 불안하고 그러더라. 특히 취업이나 중요한 시험이면 더 불안하고 힘들더라고. 나도 네 마음 잘 이해해.
맞아. 시험공부하기도 바쁜데 이거 준비하다가 전공 공부를 놓칠까 싶기도 해서 더 그런 것 같아.,그래도 자기는 지금까지 잘해왔고 늘 성적도 좋았고. 준비하고 시작하면 잘할 수 있을 거야. 옆에서 자주 힘도 북돋아 주고 교양으로 들었던 한국사 과목 필기 노트도 빌려줄게.
그럴 수 있을까? 전공 공부하면서 한국사 공부하려니까 시작도 전에 어려운 마음이 들어서 불안한 것 같아.,"자기는 그 어렵다는 조별 과제에서도 성적 잘 받았고, 까다로운 교수님들 수업에서도 성적 잘 받았었잖아. 늘 열심히 한다고 칭찬도 많이 듣고 예쁨도 많이 받고. 당연히 자기는 잘할 수 있어!"
자기가 그렇게 말하니까 왠지 잘 할 수 있을 것 같아. 응원 고마워. 그럼 나 열심히 해서 잘 준비해볼게. 오늘 공부할 책 사러 가야겠다.,"그럼 같이 서점 가고, 밥도 같이 먹을까? 며칠 전에 보고 과제 한다고 바빠서 못 봤잖아, 우리."
그럴까? 그럼 오늘 나 강의 끝나고 정문에서 기다리고 있을게. 이따 봐. 맛있는 거 먹고 책도 같이 사자.,그러자. 자기야. 남은 강의도 힘내고 수업 끝나고 그쪽으로 갈게. 저녁에 봐!
"아, 불안하게도 회의가 끝이 없네.",아직 회의 중이야?
오늘은 막 끝났어. 근데 이번 주까지 끝내야 하는 사안 이어서 이틀 더 회의해야 한다네.,"아, 그럼 목요일까지 회의하고 계속 일해야겠네. 바빠서 힘들겠다."
"맞아, 할 일도 산더미인데 문제는 목요일 점심 약속이야. 계속 미루다 겨우 날짜를 맞추었는데 회의를 미룰 수 없잖아. 친구한테 말은 했는데 불안해서 다리가 다 떨려.","아, 목요일 낮에 잠깐 친구 본다 했었지. 어렵게 잡은 약속인데 또 변경해야 한다면 마음이 당연히 불편하지. 나라도 걱정되고 불안할 거 같아."
응. 친구가 많이 실망했을까봐 엄청 신경 쓰여. 답장이 올 때마다 안절부절못하는 거야.,"그래, 일 때문이라 해도 친구가 이해해주지 못하고 기분 상할까 불안하겠다."
"응, 처음도 아니고 어쩔 수 없는 일이라도 이해하기 어려울 수 있잖아. 그래서 어떻게 받아들여 줄지 걱정이야. 미안한 마음도 가득하고.",혹시나 화라도 낼까 충분히 마음이 편치 않을 거 같다. 그래도 친구가 이해해 줄 거니 너무 불안해하지 않는 게 어때?
맞아. 왜 자꾸 어쩔 수 없는 일이 생기는 건지 스트레스받아. 네 말대로 친구가 내 사정 이해해주겠지?,"그럼, 부담 갖지 말고 친구한테 어쩔 수 없는 상황에 대해 충분한 설명을 해. 그리고 사과를 한다면 이해할 거야. 걱정할 필요 없어."
그래 고마워. 너한테 터놓으니 불안함이 사라졌어. 친구에게 네가 말해 준 대로 해볼게.,"응, 다행이야. 얼른 해결해야 회의도 잘하지."
"와, 오늘 동생 운전 연수를 해주는데 너무 불안했어. 방향지시등도 켜지 않고 차선을 바꾸는데 내 가슴이 철렁했다고. 진짜 앞으로 어떻게 운전할지 너무 걱정이야.",아직 운전이 익숙하지 않은 동생이 많이 걱정스럽구나. 그래도 하다 보면 잘 하게 될 거야 너무 걱정하지 마. 자기가 믿음을 보여주면 금방 성장 할 거야!
나도 정말 그랬으면 좋겠어. 내가 언제까지 옆에 탈 수는 없는 거니까. 조금만 차분하게 운전을 하면 덜 불안할 것 같은데 말이야.,전에 자기가 내 운전 연수도 잘 도와줬잖아! 지금 내가 운전을 잘 할 수 있는 건 자기 덕분이라고! 분명 자기는 좋은 선생님이 될 수 있을 거야.
하지만 내 동생은 조금 다른 걸. 내가 잘 가르칠 수 있을 지 의문이야. 아무래도 동생이 운전을 못 하는 건 내 잘못이 큰 것 같아. 어떡하면 좋을까.,동생은 배우고 있는 중이잖아 너무 조급해 하지 않아도 될 것 같아. 동생은 자기가 곁에 있는 것 만으로도 큰 용기를 얻고 있을 거야!
비록 한 번이라도 큰 실수를 하게 되면 크게 다칠 수도 있잖아. 동생이 다치는 상상만 해도 온몸에 소름이 돋아. 정말 그냥 운전을 안 했으면 좋겠다는 생각이 들 정도야.,모두에게 처음은 있는 거잖아. 나도 운전 처음 했을 땐 엄청 긴장해서 실수도 많이 하고 했는걸! 나중엔 다 잘 하게 되더라!
그래도 자기는 운전을 잘하니까 그렇지. 내 동생은 영 아닌 것 같아. 정말 면허를 어떻게 땄는지도 모를 정도야.,아직 동생은 처음이라 실수를 하는 게 어떻게 보면 당연한 것 아닐까? 실수한 것에 너무 불안해 하지 말고 자기가 옆에서 잘 도와주면 될 것 같아. 동생은 자기만 믿고 운전을 하고 있는데 자기도 같이 응원해주면 더 편안하게 배울 것 같아!
생각해 보니 자기 말이 맞는 것 같아. 동생은 나만 믿고 있는데 내가 이런 모습을 보이면 안 되지!,그래 잘 생각 했어. 안 그래도 첫 운전이라 많이 힘들어 할 텐데 옆에서 잘 도와주자.
응. 정말 자기 덕분에 중요한 걸 깨달았어. 오늘 이렇게 날 진정시켜줘서 정말 고마워!,아니야 앞으로 동생이랑 같이 안전한 운전연수가 되길 바랄게!
자기야 나 이제 막차 타고 출발했어. 좀 만 일찍 갈 걸 불안해 죽겠네.,집까지 가려면 좀 걸리지? 늦을까 봐 자기 맘 초조하겠다. 그래도 막차라도 타서 다행이야.
응 그런데도 엄마가 통금시간 안 지켰다고 난리야. 분명 집에 가보면 안 자고 나 기다리고 있을걸? 이러니 맘 놓고 놀 수가 없어.,매번 그래서 어떡해. 자기 불안해하는 모습 자주 보니까 너무 스트레스받진 않을까 걱정돼.
응 나 통금 때문에 평소에 스트레스 너무 많이 받는 거 같아. 맘이 편하지 않고 통금시간 가까워져 오면 항상 불안해져. 위도 자주 아픈 게 스트레스성인 거 같고.,자기 너무 힘들었나 보다. 얼마나 스트레스받고 있고 힘들었는지 어머님께 진지하게 얘기해 보는 게 어떨까? 어머님도 자기가 어느 정도로 힘든지 가늠 못하고 계신 걸 수도 있어.
엄마도 자기처럼 생각할까? 내가 화만 내고 울기만 했지. 얼마나 힘든지 내 몸 상태가 어떤지에 대해선 아무 말도 안 했던 거 같아.,아시면 많이 놀라실 수도 있겠다. 이렇게까지 스트레스받는 줄은 모르셨을 것 같아.
자기 말 들어보니 내가 너무 어리숙하게 굴었던 거 같아. 이렇게 불안했는데도 엄마한테 내가 얼마나 힘들었는지 얘기해 볼 생각을 못 하고 있었어.,자기 탓 아니니까 자책은 하지 않았으면 좋겠어. 나라도 엄마가 매번 감정적으로 몰아붙이면 그렇게 말할 여유 없었을 거야.
내 상황 이해해 줘서 고마워. 그럼 나도 오늘은 차분하게 마음 가다듬고 엄마 설득해 볼게. 통금 시간을 조절하든지 내가 독립하든지 방법을 찾아봐야겠어!,다시 씩씩해진 거 같아서 안심된다. 그럼 오늘 집에 가서 얘기해 보고 어떻게 됐는지 말해줄래?
응 얘기해 보고 바로 연락할게! 엄마도 나 학교 멀어서 힘든 거 아니까 내가 잘 설명하면 이해해 줄 거야.,어머니가 화를 자주 내셔서 그렇지 자기 생각 많이 하시잖아. 설득 잘해 봐. 나도 응원하고 있을게!
"자기, 출산이 임박한 친구를 위로해주려고 하는데 이래도 되나 싶어서 불안해. 임신 때문에 힘들어하는 친구한테 뭐라도 보탬이 되고 싶은데 당최 모르겠어. 차라리 안 하는 게 더 나을까 싶어서 말이야.",임박할 정도면 지금 몸 가누기도 힘들 텐데 달래주면 상대방이 심적으로 기운을 얻지 않을까? 내가 상대방이라면 너무 좋을 것 같은데 자기는 왜 불안함을 느끼는 거야?
친구가 예전에 유산한 적이 있었거든. 그래서 나도 걱정이 커서 출산 잘 하라고 위로해주고 싶은데 주제 넘는 행동일까 봐 조심스러워. 혹여 내 위로를 받고 오히려 친구가 기분 나빠할까 봐 불안한 걸.,그런 연유 때문에 자기가 지금 걱정이 많은 거구나. 나였어도 괜한 짓인가 싶어서 불안해서 막상 행동으로 실천하는 게 힘들 것 같아. 상대방이 예민해져 있을 때면 조심스러워서 몸을 사리게 되는 경우가 종종 있잖아.
"응, 근데 그런 아픔을 겪었단 걸 알고 있으니 그냥 지나칠 수도 없을 것 같아. 안 그래도 친구가 출산이 임박했는데도 또 그런 일이 일어날까 봐 걱정한다는 소식을 들었거든. 근데 내가 위로를 해줘도 되는 문제일까?",마음이 불안정할 때 그렇게 옆에서 위로해주면 고민도 덜어지고 평온함을 느낄 것 같아. 그러니 너무 조심스러워하지 말고 용기 내서 다가갔으면 좋겠어. 아마 상대방도 고마움을 충분히 느낄 거야!
근데 내가 위로해주는 걸로 괜한 오해를 하는 건 아니겠지? 꼭 유산 때문이 아니더라도 그냥 친구 몸 자체가 걱정돼서 하고 싶은 위로거든. 친구가 별 탈 없이 출산을 잘 했으면 좋겠단 마음에선 말이야!,"응, 상대방도 오해 안 할 것 같으니까 조심스러워 할 필요 없을 것 같아! 그렇게 조심스러워하는 걸 알면 오히려 상대방이 그 배려심 깊은 마음에 감동을 먹을 듯해. 본인 챙기기도 바쁜 와중에 친구를 챙기는 자기 모습이 너무 대단해."
"아냐, 그냥 내가 오지랖이 넓은 성격이라서 그런 거야. 남들 눈에는 주책 맞다고 느껴질 수도 있을 것 같은데.",자기 같이 본인 일처럼 남을 걱정하는 사람이 얼마나 된다고 그래. 혹여 상대방이 기분 나빠할까 봐 망설이면서 걱정하는 모습까지도 너무 섬세해 보여. 자기가 정말 존경스럽게 느껴질 정도야!
그렇게 말해줘서 고마워. 자기가 그렇게 치켜세워주니까 나도 불안한 마음이 없어졌어. 자기 말처럼 그냥 더는 조심스러워 하지 말고 친구를 위로해주는 게 좋은 방법일 것 같아!,"응, 친구 분도 아마 덕분에 기운 얻고 무사히 출산할 거야. 건강한 아이 잘 출산할 수 있게 나도 기도할게!"
본인과 상관없는 일인데 기도해줘서 고마워. 자기도 이렇게 응원하고 있단 걸 친구한테 알려줘야겠어. 용기 내서 친구한테 연락해볼게!,"응, 그렇게 챙기는 만큼 둘의 우정도 더 깊어질 거야. 잘 위로해주고 와!"
"자기야, 나 너무 불안해 죽겠어! 나 또 카드 잃어버렸어, 물건 잃어버리는 빈도가 점점 잦아지고 있어. 정말 너무 자주 물건을 잃어버리는 것 같아서 너무 불안해.","그러게, 자기가 요즘 물건 자주 흘리는 것 같아서 안그래도 나도 걱정하고 있었어. 카드는 또 재발급받아야하니까 번거로울텐데 자기가 또 고생해야겠구나."
"한두번 흘리면 정신 차릴 만도 한대, 어떻게 이렇게 조금만 다른 생각을 하면 바로 잃어버릴까? 정말 스스로가 너무 한심해!","잃어버린 걸 깨달으면 참 허무해지잖아, 자기가 그걸 여러번 겪었으니 얼마나 속상할까 싶어. 그런데 요즘 유독 피곤했다던가 스트레스받은 일이 있었다던지 다 이유가 있어서 그런걸테니 너무 자책하지마. 단지 자기가 매번 새로 사야하거나 재발급받아야하는 번거로움이 있어서 그게 걱정인거지."
진짜 속상해. 최근에는 핸드폰을 회사 화장실에 두고 나와놓고는 알고 한참을 찾았다니까. 오죽하면 미화 여사님이 정신 좀 차리라고 하셨어.,"그랬구나, 그런데 나도 안경 아무데나 두고 맨날 찾는게 일이라 자기 마음 너무 이해가 돼. 핸드폰은 진짜 잃어버렸을때 너무 놀랐겠다, 그래도 찾아서 너무 다행이야! 혹시 요즘에 무슨 일 있었어?"
"그건 아닌데, 요즘에 회사에서 술을 먹어야 할 일이 부쩍 늘었잖아. 안그래도 잘 못먹는 술인데 억지로 자주 먹었더니 정신을 못차리겠더라고. 그게 영향을 미친게 아닌가 싶어.","그랬구나, 듣고보니 그게 원인일 수 있을 것 같아, 술이 몸에 영향을 많이 미치거든. 그리고 그게 자주 깜빡하는 원인이라고 생각이 될 정도면 스트레스도 여간 받은게 아닌 것 같아. 사회생활하랴 몸 걱정하랴 우리 자기 그동안 정말 고생 많았구나."
"응, 정말 힘들었어. 정신 바짝 차리고 먹으면 안취하는데, 술자리 끝나고 버스를 타면 취기가 확 올라와서 필름이 끊겨버려. 요즘 젊은이들 사이에도 알콜성 치매 많다던데 그게 아닌가 싶어서 걱정이야.","요즘에는 술을 못마신다고 해도 다들 이해해주는 분위기니까 조금씩 줄여나가도 전혀 문제없을거야. 술 줄이면 스트레스도 덜받고 다시 머리도 맑아질테니 불안해하지도 말구. 자긴 또 건강하니까 회복도 빠를거야, 다 원래대로 돌아올테니 아무 걱정하지 마."
"자기 말 들으니까 안심이 된다. 고마워. 맞아, 사실 술 안먹어도 문제없는데 내가 괜히 욕심부린 것도 있어. 조금씩 줄이면 다시 원래 기억력 좋았을 때로 돌아오겠지?","그럼, 당연하지! 당분간은 자주 흘리는 물건 잘 챙길 수 있게 나도 많이 도울게."
정말 고마워 자기야! 자기 말대로 마음 좀 편하게 가져볼게!,"그래그래, 좋은 생각이야! 자기 그동안 고생 많았어!"
"자기야, 나 지금 너무 불안해. 자기의 응원이 필요해. 불안한 마음이 떠나지 않아.",자기가 필요하다면 언제든 응원해 줄 수 있어. 그런데 무슨 일이라도 있는 거야? 어서 얘기해 봐.
오늘 친구들하고 여행 가기로 했는데 내가 운전을 담당하게 됐어. 운전해서 가는 길에 친구를 태워가야 하는데 내가 초보 운전이잖아. 누군가를 태워본 적은 처음이라 불안한 마음이 떠나지 않아.,자기가 아직 운전을 시작한 지 얼마 안 되었으니 긴장이 많이 되는가 보다. 혼자 운전해서 갈 때와 다르게 친구를 태우고 떠나는 여행길이라 걱정이 될 것 같아. 차분히 마음을 먹고 방어 운전 하면 별일 없을 테니 너무 걱정하지 마.
안 그래도 긴장되는데 고속도로에서 크게 사고가 난 기사를 봐서 더 불안해. 운전을 할 수 있는 사람이 나뿐이라 내가 담당하게 됐는데 내가 잘할 수 있을까? 친구들의 목숨을 내가 쥐고 있다는 생각에 사로잡혀 불안한 마음을 떨칠 수 없어.,운전을 담당하게 되어 초조한데 그런 기사까지 봤으니 마음의 불안이 더 커졌을 것 같아. 하지만 세상은 넓고 이 시간에도 많은 곳에서 여러 가지 일들이 벌어지기도 하잖아. 벌어지지 않은 일을 예측하며 당신의 마음을 너무 불안하게 하지 않았으면 좋겠어.
사실 최근에 아파트에 주차되어 있는 비싼 차를 긁고 자신감을 많이 잃은 상태야. 그전에는 초보이지만 운전을 제법 한다고 너무 의기양양했었나 봐. 이렇게 운전에 미숙한 나인데 여행에 친구들을 태우고 운전을 해도 되는지 모르겠어.,원래 초보 때 많이들 하는 실수니까 너무 의기소침해하지 않아도 돼. 나도 운전 처음 시작했을 때 이런저런 작은 사고들이 있었지만 지금은 잘하잖아. 원래 그런 실수도 하면서 배우고 신경 써서 운전하게 되고 능숙해지는 거니 자신감을 가져.
계속 불안한 마음에 운전 관련 동영상도 찾아보게 되고 머릿속이 새하얘지는 것 같아. 앞으로 세 시간 뒤에 운전해서 친구를 태우러 가야 하는데 정말 괜찮을까? 처음 해보는 장거리 운전이라 몹시 떨려.,"뭐든지 처음은 어렵고 힘들기에 당신의 불안한 마음이 이해가 돼. 스스로 믿지 못하고 불안해하면 실수를 할 수 있으니 조금은 마음을 차분히 가지면 어떨까? 자신을 믿어봐, 내가 아는 자기라면 두려움을 이겨내고 목적지까지 멋지게 운전해서 잘 도착하리라 믿어."
자기가 그렇게 말해주니 조금은 자신감이 생기는 기분이야. 즐거운 여행을 앞두고 불안한 마음에 모든 걸 망칠 뻔했네. 자기 말대로 조금 더 나 자신을 믿고 용기 내볼게.,"자신이 생겼다니 정말 다행이야, 평소처럼 운전하면 염려하는 일은 일어나지 않을 테니 걱정 마. 차에 탄 후 심호흡을 해서 마음을 편히 하고 즐거운 여행만 생각해. 자기는 할 수 있어, 난 자기를 믿어 파이팅."
누군가 나를 믿어준다는 것이 이렇게 큰 힘이 될 줄 몰랐어. 당신의 믿음과 응원 덕에 불안한 마음이 가라앉고 용기가 생겼어. 자기 말대로 즐거운 여행만 생각할 게.,자기에게 도움이 됐다니 나 역시 기뻐. 난 언제나 자기를 믿고 자기의 모든 시작을 응원하고 있다는 걸 기억해 줘. 조심해서 운전하고 친구들과 좋은 추억을 쌓고 오길 바랄게.
"자기야, 정말 나 없이 혼자 여행 할 수 있겠어? 취소 수수료 아깝다고 기어이 혼자 가겠다고? 함께 여행 가기로 했다가 혼자 보내려니 너무 불안해.",자기가 갑자기 일이 생겨서 안되는 걸 어쩌겠어. 내가 어린아이도 아니고 혼자 가는 게 처음도 아니잖아.
"그때는 국내 여행이고 해외여행은 처음이잖아. 방송에서 혼자 여행하는 영상들 보면 치안이나 교통, 숙소 문제 등으로 고생하는 사람들도 많던데. 그리고 자기는 길치잖아, 국제 미아라도 될까 불안하다고.",그렇게까지 말하니 자기가 날 많이 걱정해주는 게 느껴져. 사귀기 전에도 세심하고 자상한 성격이었는데 역시 지금도 변함없네? 자기가 나를 많이 챙겨주는 거 같아서 기분 좋다.
정말 나는 불안하단 말이야. 해외여행의 설레임 때문에 혼자 간다는 걸 잊지 마. 주의할 게 얼마나 많은데!,"자기 말대로 해외여행 설레임도 있지만 사실, 불안감이 더 많아. 하지만 불안하다고 포기하면 나에게는 또 다른 도전일 수 있는 일을 잃는 걸 수도 있잖아. 그러니 너무 불안하고 안 좋은 생각만 하지 마."
나랑 함께 도전 할 수도 있는 거잖아. 내가 함께 여행 갈 수 있는 상황일 때 가면 안돼?,내가 먼저 여행 제안했을 만큼 자기 못지않게 나도 함께 여행하고 싶어. 그런데 자기도 대학 때 혼자 배낭 여행하면서 많은 생각도 하고 성숙해진 거 같다고 했잖아. 이후로 책임감과 정신력 좋다고 친구들이 칭찬도 많이 했고.
그렇긴 하지만 보내는 사람 입장에선 그곳의 낯선 환경 때문에 불안해지잖아. 이번엔 둘이 여행하면서 함께 즐기고 느끼고 싶기도 했고.,꼭 여행지를 같이 가야 함께하는 여행은 아니라고 생각해. 난 여행 계획 같이 세우면서 설렜던 과정부터 우린 함께 여행하고 있는 거라 생각했는데? 나도 낯선 곳에 혼자 여행하면서 새로운 걸 느끼는 기회라고 생각하면 마음이 좀 놓이지 않을까?
"자기 말을 쭉 들어보니 느껴지는 게 많다. 우린 이미 여행 계획 공유하면서 함께 하고 있었는데, 여행과 별개로 생각하고 있었네. 함께 여행하고 싶은 마음만 앞서서 혼자 여행에서 얻을 게 많다는 걸 놓쳤어.",내 마음 알아줘서 고마워. 그리고 여행은 얼마든지 다음에 함께 할 수 있잖아. 내가 미리 답사한다 생각하고 다음에 같이 올 땐 내가 안내할게!
가본 경험 있는 자기랑 여행하면 더 풍성한 경험을 할 수 있으니 일석이조겠는데? 그렇게 말해주니 마음이 조금 놓인다.,다음에 함께하는 여행 기대하면서 이번엔 여행하면서 모든 일상 하나하나 다 공유할게.
자기야! 나 지금 매장인데 일이 손에 안 잡혀.,왜 무슨 일이야! 안 좋은 일이라도 생긴 거야?
아니 방금 손님이 매장에서 바퀴벌레는 봤다는 거야. 자기도 알다시피 나 바퀴벌레를 제일 무서워하잖아. 그래서 너무너무 무섭고 불안해서 심장이 다 벌렁거리고 아무런 생각도 안 들어.,"정말 불안할 수밖에 없겠다. 뭐라고 위로의 말을 해야될 지, 얘기로만 듣는 내가 다 안타깝고 속상하네. 자기는 지금 어떤 심정일지 너무나 이해가 돼."
어렸을 때 바퀴벌레가 떼로 몰려있는 걸 보고 너무나 큰 충격을 받았었거든. 그 기억 때문에 너무 무섭고 두려운 존재가 되어버려서 쉽게 이겨낼 수 있을지 자신이 없어.,지금 당장은 불안하고 힘든 거 충분히 이해해. 자기의 잘못은 아니니까 너무 속상해하거나 상처받는 일은 없었으면 좋겠어. 지금도 충분히 마음이 힘든데 그러면 더더욱 힘들어서 버티기도 어려워질 거 같아.
바퀴벌레가 나왔다는 건 알을 깠다는 건데 혹시나 매장 옷에 알이 붙어 있을까 봐 너무 불안해. 우리 집에도 옮겨 갈까 봐 지금 퇴근도 못하겠고! 왜 이런 현실에 처해있는 건지 마음이 안 좋아.,아직 일어나지도 않은 일로 미리 걱정하면서 기분 상해 하지는 말자. 너는 그 누구보다 내면의 힘이 강한 사람이니까 좀더 용기를 낸다면 꼭 극복해낼 거야.
정말 내가 그럴 수 있을까? 자기의 말을 들어보니 너무 불안에 떨면서 나약하게 지내왔던 건 아닌가 하는 생각이 드네. 덕분에 조금은 마음이 놓이는 거 같아.,물론이지! 굳은 의지와 용기를 낸다면 늘 그랬던 것처럼 자기는 반드시 이겨낼 수 있을 거야. 나도 옆에서 진심으로 응원할게.
그런 응원과 위로의 말들 너무 고마워. 혼자 삭일 생각에 가슴이 너무 답답했었는데 자기랑 대화를 하고 나니까 속이 많이 후련해졌어.,"고맙기는, 오히려 내 말에 마음이 편해졌다니 정말 다행이고 내가 다 보람차다. 언제든 위로가 필요하거나 마음이 힘들 땐 고민 말고 나한테 얘기해."
자기 덕분에 잘 이겨낼 수 있을 거 같은 용기도 생겼어! 자기가 옆에 있어서 너무 든든하고 큰 힘이 된다. 정말 마음이 따뜻해지고 편해지는 시간이었어.,그런 고난과 힘듦을 포기하지 않고 이겨내려는 너의 결심이 너무 대단하다! 꼭 잘 이겨내서 나중엔 웃으면서 얘기할 수 있는 날이 왔으면 좋겠다.
"자기야, 나 아까 주차장에 주차하고 회사 건물로 들어오는데 갑자기 비가 내려서 옷이 다 젖었어. 한 시간 뒤에 발표해야 하는데 당황스럽고 불안해.",갑자기 소나기가 내려서 자기가 놀랐겠구나. 여름에는 종종 날씨가 종잡을 수가 없더라고. 옷이 많이 젖은 거야?
"머리도 젖고 옷도 젖었는데, 이 상태로 어떻게 사람들 앞에 서서 발표하지? 엄청 오랫동안 준비한 프로젝트인데 망칠까봐 불안해.",오랫동안 팀원들이 함께 준비한 프로젝트니 자기가 불안하고 걱정될 상황이라는 건 이해해. 아직 한 시간이 남았으니까 젖은 건 발표 자료 살펴보는 동안 선풍기 바람으로 충분히 마를 거야. 너무 걱정하지 마.
